"species","class","order","family","source"
"Streptopelia decaocto","Aves","Columbiformes","Columbidae","gbif_only"
"Serinus canaria","Aves","Passeriformes","Fringillidae","gbif_only"
"Akodon aerosus","Mammalia","Rodentia","Cricetidae","gbif_only"
"Ardea herodias","Aves","Pelecaniformes","Ardeidae","gbif_only"
"Spheniscus humboldti","Aves","Sphenisciformes","Spheniscidae","gbif_only"
"Boana cambui","Amphibia","Anura","Hylidae","gbif_only"
"Amphisbaena occidentalis","Squamata",NA,"Amphisbaenidae","gbif_only"
"Crotalus horridus","Squamata",NA,"Viperidae","gbif_only"
"Tringa nebularia","Aves","Charadriiformes","Scolopacidae","gbif_only"
"Physalaemus santafecinus","Amphibia","Anura","Leptodactylidae","gbif_only"
"Chiasmocleis lacrimae","Amphibia","Anura","Microhylidae","gbif_only"
"Rhinella casconi","Amphibia","Anura","Bufonidae","gbif_only"
"Ololygon longilinea","Amphibia","Anura","Hylidae","gbif_only"
"Tadarida laticaudata","Mammalia","Chiroptera","Molossidae","gbif_only"
"Protolipterna ellipsodontoides","Mammalia",NA,"Protolipternidae","gbif_only"
"Tiaris olivaceus","Aves","Passeriformes","Thraupidae","gbif_only"
"Pristimantis rupicola","Amphibia","Anura","Craugastoridae","gbif_only"
"Euphagus carolinus","Aves","Passeriformes","Icteridae","gbif_only"
"Chrysolophus pictus","Aves","Galliformes","Phasianidae","gbif_only"
"Glaucomastix venetacauda","Squamata",NA,"Teiidae","gbif_only"
"Elaenia sordida","Aves","Passeriformes","Tyrannidae","gbif_only"
"Notomabuya frenata","Squamata",NA,"Scincidae","gbif_only"
"Sciurus aestuans","Mammalia","Rodentia","Sciuridae","gbif_only"
"Glaucomastix itabaianensis","Squamata",NA,"Teiidae","gbif_only"
"Cavia porcellus","Mammalia","Rodentia","Caviidae","gbif_only"
"Odontophrynus reigi","Amphibia","Anura","Odontophrynidae","gbif_only"
"Scinax rossaferesae","Amphibia","Anura","Hylidae","gbif_only"
"Harpyhaliaetus coronatus","Aves","Accipitriformes","Accipitridae","gbif_only"
"Dicolpomys fossor","Mammalia","Rodentia","Echimyidae","gbif_only"
"Psilops mucugensis","Squamata",NA,"Gymnophthalmidae","gbif_only"
"Uberabatrachus carvalhoi","Amphibia","Anura","Ceratophryidae","gbif_only"
"Melanerpes pulcher","Aves","Piciformes","Picidae","gbif_only"
"Bobbschaefferia fluminensis","Mammalia","Didelphimorphia","Protodidelphidae","gbif_only"
"Anolis pseudotigrinus","Squamata",NA,"Dactyloidae","gbif_only"
"Agapornis roseicollis","Aves","Psittaciformes","Psittacidae","gbif_only"
"Apostolepis dorbignyi","Squamata",NA,"Colubridae","gbif_only"
"Phalacrocorax brasilianus","Aves","Suliformes","Phalacrocoracidae","gbif_only"
"Sclerurus mexicanus","Aves","Passeriformes","Furnariidae","gbif_only"
"Epicrates alvarezi","Squamata",NA,"Boidae","gbif_only"
"Estrilda troglodytes","Aves","Passeriformes","Estrildidae","gbif_only"
"Atticora melanoleuca","Aves","Passeriformes","Hirundinidae","gbif_only"
"Goldmania violiceps","Aves","Apodiformes","Trochilidae","gbif_only"
"Physalaemus araxa","Amphibia","Anura","Leptodactylidae","gbif_only"
"Chenonetta jubata","Aves","Anseriformes","Anatidae","gbif_only"
"Mustela putorius","Mammalia","Carnivora","Mustelidae","gbif_only"
"Hechtophis austrinus","Squamata",NA,"Boidae","gbif_only"
"Eurycephalella alcinae","Amphibia","Anura",NA,"gbif_only"
"Phyllomyias burmeisteri","Aves","Passeriformes","Tyrannidae","gbif_only"
"Podocnemis harrisi","Testudines",NA,"Podocnemididae","gbif_only"
"Leopardus colocolo","Mammalia","Carnivora","Felidae","gbif_only"
"Camelus bactrianus","Mammalia","Artiodactyla","Camelidae","gbif_only"
"Procyon lotor","Mammalia","Carnivora","Procyonidae","gbif_only"
"Hylocryptus rectirostris","Aves","Passeriformes","Furnariidae","gbif_only"
"Agapornis fischeri","Aves","Psittaciformes","Psittacidae","gbif_only"
"Corvus splendens","Aves","Passeriformes","Corvidae","gbif_only"
"Ololygon angrensis","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon tripui","Amphibia","Anura","Hylidae","gbif_only"
"Colinus virginianus","Aves","Galliformes","Odontophoridae","gbif_only"
"Myotis keaysi","Mammalia","Chiroptera","Vespertilionidae","gbif_only"
"Nymphicus hollandicus","Aves","Psittaciformes","Psittacidae","gbif_only"
"Cranioleuca sulphurifera","Aves","Passeriformes","Furnariidae","gbif_only"
"Crossodactylus franciscanus","Amphibia","Anura","Hylodidae","gbif_only"
"Anurolimnas viridis","Aves","Gruiformes","Rallidae","gbif_only"
"Dipsas ventrimaculata","Squamata",NA,"Colubridae","gbif_only"
"Dasyprocta punctata","Mammalia","Rodentia","Dasyproctidae","gbif_only"
"Copeoglossum arajara","Squamata",NA,"Scincidae","gbif_only"
"Xiphorhynchus picus","Aves","Passeriformes","Furnariidae","gbif_only"
"Breviceps gibbosus","Amphibia","Anura","Brevicipitidae","gbif_only"
"Zachaenus carvalhoi","Amphibia","Anura","Cycloramphidae","gbif_only"
"Taubatherium major","Mammalia",NA,"Leontiniidae","gbif_only"
"Oligoryzomys fornesi","Mammalia","Rodentia","Cricetidae","gbif_only"
"Adelophrnne nordestina","Amphibia","Anura","Eleutherodactylidae","gbif_only"
"Microtus oeconomus","Mammalia","Rodentia","Cricetidae","gbif_only"
"Bandicota bengalensis","Mammalia","Rodentia","Muridae","gbif_only"
"Peromyscus boylii","Mammalia","Rodentia","Cricetidae","gbif_only"
"Leucopternis lacernulatus","Aves","Accipitriformes","Accipitridae","gbif_only"
"Julianus uruguayus","Amphibia","Anura","Hylidae","gbif_only"
"Notiochelidon cyanoleuca","Aves","Passeriformes","Hirundinidae","gbif_only"
"Ololygon caissara","Amphibia","Anura","Hylidae","gbif_only"
"Basiliscus vittatus","Squamata",NA,"Corytophanidae","gbif_only"
"Psychosaura macrorhyncha","Squamata",NA,"Scincidae","gbif_only"
"Euphonia musica","Aves","Passeriformes","Fringillidae","gbif_only"
"Philander frenatus","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Equus asinus","Mammalia","Perissodactyla","Equidae","gbif_only"
"Paleopsilopterus itaboraiensis","Aves","Gruiformes","Psilopteridae","gbif_only"
"Rhabdomys pumilio","Mammalia","Rodentia","Muridae","gbif_only"
"Ololygon canastrensis","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon alcatraz","Amphibia","Anura","Hylidae","gbif_only"
"Nandayus nenday","Aves","Psittaciformes","Psittacidae","gbif_only"
"Leucopternis schistaceus","Aves","Accipitriformes","Accipitridae","gbif_only"
"Cardioderma cor","Mammalia","Chiroptera","Megadermatidae","gbif_only"
"Brasiliscincus agilis","Squamata",NA,"Scincidae","gbif_only"
"Aratinga aurea","Aves","Psittaciformes","Psittacidae","gbif_only"
"Thlypopsis pyrrhocoma","Aves","Passeriformes","Thraupidae","gbif_only"
"Stigmatura bahiae","Aves","Passeriformes","Tyrannidae","gbif_only"
"Ischnocnema garciai","Amphibia","Anura","Brachycephalidae","gbif_only"
"Mitu mitu","Aves","Galliformes","Cracidae","gbif_only"
"Garrulus glandarius","Aves","Passeriformes","Corvidae","gbif_only"
"Waincophis pressulus","Squamata",NA,"Boidae","gbif_only"
"Eobrasilia coutoi","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Itaboravis elaphrocnemoides","Aves","Cariamiformes",NA,"gbif_only"
"Ololygon hiemalis","Amphibia","Anura","Hylidae","gbif_only"
"Enyalius capetinga","Squamata",NA,"Leiosauridae","gbif_only"
"Psychosaura agmosticha","Squamata",NA,"Scincidae","gbif_only"
"Anolis neglectus","Squamata",NA,"Dactyloidae","gbif_only"
"Buteogallus meridionalis","Aves","Accipitriformes","Accipitridae","gbif_only"
"Dipsas neuwiedi","Squamata",NA,"Colubridae","gbif_only"
"Icterus icterus","Aves","Passeriformes","Icteridae","gbif_only"
"Necromys temchuki","Mammalia","Rodentia","Cricetidae","gbif_only"
"Phoenicopterus roseus","Aves","Phoenicopteriformes","Phoenicopteridae","gbif_only"
"Ischnocnema colibri","Amphibia","Anura","Brachycephalidae","gbif_only"
"Charadrius hiaticula","Aves","Charadriiformes","Charadriidae","gbif_only"
"Victorlemoineia prototypica","Mammalia",NA,"Proterotheriidae","gbif_only"
"Itaboraidelphys camposi","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Vultur gryphus","Aves","Accipitriformes","Cathartidae","gbif_only"
"Chalcophaps indica","Aves","Columbiformes","Columbidae","gbif_only"
"Ololygon aromothyella","Amphibia","Anura","Hylidae","gbif_only"
"Pantherophis guttatus","Squamata",NA,"Colubridae","gbif_only"
"Myrmotherula luctuosa","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Hoploxypterus cayanus","Aves","Charadriiformes","Charadriidae","gbif_only"
"Pyrrhura lepida","Aves","Psittaciformes","Psittacidae","gbif_only"
"Ololygon arduous","Amphibia","Anura","Hylidae","gbif_only"
"Rhinella stanlaii","Amphibia","Anura","Bufonidae","gbif_only"
"Protodidelphis vanzolinii","Mammalia","Didelphimorphia","Protodidelphidae","gbif_only"
"Apodops pricei","Amphibia","Gymnophiona","Caeciliidae","gbif_only"
"Brucepattersonius misionensis","Mammalia","Rodentia","Cricetidae","gbif_only"
"Pipile cujubi","Aves","Galliformes","Cracidae","gbif_only"
"Anolis brasiliensis","Squamata",NA,"Dactyloidae","gbif_only"
"Eleothreptus candicans","Aves","Caprimulgiformes","Caprimulgidae","gbif_only"
"Geopelia cuneata","Aves","Columbiformes","Columbidae","gbif_only"
"Furnarius cristatus","Aves","Passeriformes","Furnariidae","gbif_only"
"Phyllopezus selmae","Squamata",NA,"Phyllodactylidae","gbif_only"
"Megatherium americanum","Mammalia","Pilosa","Megatheriidae","gbif_only"
"Pseudopaludicola coracoralinae","Amphibia","Anura","Leptodactylidae","gbif_only"
"Vanellus vanellus","Aves","Charadriiformes","Charadriidae","gbif_only"
"Phalotris nigrilatus","Squamata",NA,"Colubridae","gbif_only"
